#mrk	kap	num	dos	ind	trd
d.0	do		oa_7	NULL	NULL
dolcx.0a	dolĉa		ekz_10	süß	
dolcx.0a	dolĉa		ekz_10	lieblich	
dolcx.0a.gusto	dolĉa	1	ekz_10	süß	
dolcx.0a.gusto	dolĉa	1	ekz_10	lieblich	
dolcx.0a.gxuiga	dolĉa	2	ekz_10	süß	
dolcx.0a.gxuiga	dolĉa	2	ekz_10	lieblich	
dolcx.0a.milda	dolĉa	3	ekz_10	süß	
dolcx.0a.milda	dolĉa	3	ekz_10	lieblich	
dolcx.0ajxejo	dolĉaĵejo		NULL	NULL	NULL
dolcx.0ajxejo.vendejo	dolĉaĵejo		NULL	Konditorei	
dolcx.0ajxejo.vendejo	dolĉaĵejo		NULL	Süßwarenladen	
dolcx.0ajxo	dolĉaĵo		NULL	NULL	NULL
dolcx.0ajxo.KUI	dolĉaĵo		NULL	Süßigkeit	
dolcx.0e	dolĉe		NULL	NULL	NULL
dolcx.0igi	dolĉigi		NULL	NULL	NULL
dolcx.0igi.FIG	dolĉigi	2	NULL	versüßen	
dolcx.0igi.gusto	dolĉigi	1	NULL	süßen	
dolcx.mal0a	maldolĉa		NULL	bitter	
dolcx.mal0a.gusto	maldolĉa	1	NULL	bitter	
dolcx.mal0a.sento	maldolĉa	2	NULL	bitter	
dolcx.mal0igi	maldolĉigi		NULL	NULL	NULL
dolcx.mal0igi.gusto	maldolĉigi	1	NULL	NULL	NULL
dolcx.mal0igi.sento	maldolĉigi	2	NULL	NULL	NULL
dolcxa.0o	dolĉamaro		NULL	Bittersüßer Nachtschatten	
dolihxocefal.0o	doliĥocefalo		NULL	Langschädel	
dolihxocefal.0o	dolikocefalo		NULL	Langschädel	
dolihxocefal.0o	doliĥocefalo		NULL	Dolichozephalus	
dolihxocefal.0o	dolikocefalo		NULL	Dolichozephalus	
dolihxocefal.0o.ANA	doliĥocefalo		NULL	Langschädel	
dolihxocefal.0o.ANA	dolikocefalo		NULL	Langschädel	
dolihxocefal.0o.ANA	doliĥocefalo		NULL	Dolichozephalus	
dolihxocefal.0o.ANA	dolikocefalo		NULL	Dolichozephalus	
dolin.0o	dolino		NULL	Doline	
dolin.0o	dolino		NULL	Sinkhöhle	
dolin.0o	dolino		NULL	Karsttrichter	
dolin.0o.GEOG	dolino		NULL	Doline	
dolin.0o.GEOG	dolino		NULL	Sinkhöhle	
dolin.0o.GEOG	dolino		NULL	Karsttrichter	
dolman.0o	dolmano		NULL	NULL	NULL
dolman.0o.TEKS	dolmano		NULL	NULL	NULL
dolmen.0o	dolmeno		NULL	Hünengrab	
dolmen.0o	dolmeno		NULL	Dolmen	
dolmen.0o.ARKE	dolmeno		NULL	Hünengrab	
dolmen.0o.ARKE	dolmeno		NULL	Dolmen	
dolor.0a	dolora		NULL	schmerzend	
dolor.0a	dolora		NULL	schmerzhaft	
dolor.0a	dolora		NULL	Schmerzens-	
dolor.0a	dolora		NULL	schmerzvoll	
dolor.0i	dolori		NULL	schmerzen	
dolor.0i	dolori		NULL	weh	weh tun
dolor.0i.KOMUNE	dolori		NULL	schmerzen	
dolor.0i.KOMUNE	dolori		NULL	weh	weh tun
dolor.0iga	doloriga		NULL	schmerzhaft	
dolor.0igi	dolorigi		NULL	weh	weh tun
dolor.0igi	dolorigi		NULL	verletzen	
dolor.0igi.KOMUNE	dolorigi		NULL	weh	weh tun
dolor.0igi.KOMUNE	dolorigi		NULL	verletzen	
dolor.0igxi	doloriĝi		NULL	schmerzhaft	schmerzhaft werden
dolor.0o	doloro		NULL	Schmerz	
dolor.artik0o	artikdoloro		NULL	Gelenkschmerzen	
dolor.artik0o.MED	artikdoloro		NULL	Gelenkschmerzen	
dolor.dento0o	dentodoloro		NULL	Zahnschmerzen	
dolor.dento0o.MED	dentodoloro		NULL	Zahnschmerzen	
dolor.dors0o	dorsdoloro		NULL	Rückenschmerzen	
dolor.dors0o.MED	dorsdoloro		NULL	Rückenschmerzen	
dolor.epigastra_0o	epigastra doloro		NULL	Bauchschmerzen	
dolor.epigastra_0o.MED	epigastra doloro		NULL	Bauchschmerzen	
dolor.genu0o	genudoloro		NULL	Kniebeschwerden	
dolor.genu0o.MED	genudoloro		NULL	Kniebeschwerden	
dolor.kalkan0o	kalkandoloro		NULL	Fersenschmerzen	
dolor.kalkan0o.MED	kalkandoloro		NULL	Fersenschmerzen	
dolor.kap0o	kapdoloro		NULL	Kopfschmerzen	
dolor.kap0o	kapdoloro		NULL	Migräne	
dolor.kap0o.MED	kapdoloro		NULL	Kopfschmerzen	
dolor.kap0o.MED	kapdoloro		NULL	Migräne	
dolor.koks0o	koksdoloro		NULL	Hüftschmerzen	
dolor.koks0o.MED	koksdoloro		NULL	Hüftschmerzen	
dolor.kontraux0ilo	kontraŭdolorilo		NULL	Schmerzmittel	
dolor.kontraux0ilo	sendolorigilo		NULL	Schmerzmittel	
dolor.kontraux0ilo.MED	kontraŭdolorilo		NULL	Schmerzmittel	
dolor.kontraux0ilo.MED	sendolorigilo		NULL	Schmerzmittel	
dolor.lumbo0o	lumbodoloro		NULL	Lendenschmerzen	
dolor.lumbo0o.MED	lumbodoloro		NULL	Lendenschmerzen	
dolor.mam0o	mamdoloro		NULL	Brustschmerzen	
dolor.mam0o.MED	mamdoloro		NULL	Brustschmerzen	
dolor.muskol0o	muskoldoloro		NULL	Muskelschmerzen	
dolor.muskol0o.MED	muskoldoloro		NULL	Muskelschmerzen	
dolor.nuk0o	nukdoloro		NULL	Nackenschmerzen	
dolor.nuk0o.MED	nukdoloro		NULL	Nackenschmerzen	
dolor.orel0o	oreldoloro		NULL	Ohrenshmerzen	
dolor.orel0o.MED	oreldoloro		NULL	Ohrenshmerzen	
dolor.sen0a	sendolora		NULL	schmerzfrei	
dolor.sen0a	sendolora		NULL	beschwerdefrei	
dolor.sen0eco	sendoloreco		NULL	Schmerzfreiheit	
dolor.sen0eco.MED	sendoloreco		NULL	Schmerzfreiheit	
dolor.sen0iga	sendoloriga		NULL	schmerzlindernd	
dolor.sen0iga	sendoloriga		NULL	schmerzstillend	
dolor.stomak0o	stomakdoloro		NULL	Magenschmerzen	
dolor.stomak0o.MED	stomakdoloro		NULL	Magenschmerzen	
dom.0acxo	domaĉo		NULL	NULL	NULL
dom.0acxo.KOMUNE	domaĉo		NULL	NULL	NULL
dom.0anaro	domanaro		NULL	NULL	NULL
dom.0anaro.KOMUNE	domanaro		NULL	NULL	NULL
dom.0ano	domano		NULL	NULL	NULL
dom.0ano.ajna	domano	1	NULL	NULL	NULL
dom.0ano.subulo	domano	2	NULL	Mitbewohner	
dom.0ego	domego		NULL	NULL	NULL
dom.0ego.ARKI	domego		NULL	NULL	NULL
dom.0estro	domestro		NULL	Hausherr	
dom.0estro	domestro		NULL	Hausverwalter	
dom.0eto	dometo		NULL	Häuschen	
dom.0eto	dometo		NULL	Hütte	
dom.0eto.KOMUNE	dometo		NULL	Häuschen	
dom.0eto.KOMUNE	dometo		NULL	Hütte	
dom.0o	domo		gra_ru	NULL	NULL
dom.0o	domo		ekz_8	NULL	NULL
dom.0o.GEN	domo	2	gra_ru	Haus	
dom.0o.GEN	domo	2	ekz_8	Haus	
dom.0o.GEN	domo	2	gra_ru	Dynastie	
dom.0o.GEN	domo	2	ekz_8	Dynastie	
dom.0o.GEN	domo	2	gra_ru	Sippe	Sippe [ark]
dom.0o.GEN	domo	2	ekz_8	Sippe	Sippe [ark]
dom.0o.hejmo	domo	3	gra_ru	Heim	
dom.0o.hejmo	domo	3	ekz_8	Heim	
dom.0o.hejmo	domo	3	gra_ru	Heim	trautes Heim
dom.0o.hejmo	domo	3	ekz_8	Heim	trautes Heim
dom.0o.konstruajxo	domo	1	gra_ru	Haus	
dom.0o.konstruajxo	domo	1	ekz_8	Haus	
dom.0o.konstruajxo	domo	1	gra_ru	Gebäude	
dom.0o.konstruajxo	domo	1	ekz_8	Gebäude	
dom.0o.konstruajxo	domo	1	gra_ru	Hütte	
dom.0o.konstruajxo	domo	1	ekz_8	Hütte	
dom.ban0o	bandomo		NULL	NULL	NULL
dom.ban0o.ARKI	bandomo		NULL	NULL	NULL
dom.cxas0o	ĉasdomo		NULL	NULL	NULL
dom.cxas0o.CXAS	ĉasdomo		NULL	NULL	NULL
dom.logx0o	loĝdomo		NULL	NULL	NULL
dom.logx0o.ARKI	loĝdomo		NULL	NULL	NULL
dom.panel0o	paneldomo		NULL	NULL	NULL
dom.panel0o.ARKI	paneldomo		NULL	NULL	NULL
dom.rul0o	ruldomo		NULL	NULL	NULL
dom.rul0o.AUT	ruldomo		NULL	NULL	NULL
dom.somer0o	somerdomo		NULL	NULL	NULL
dom.somer0o.ARKI	somerdomo		NULL	NULL	NULL
dom.staci0o	stacidomo		uv_S	Bahnhof	
dom.staci0o	stacidomo		akkor_en	Bahnhof	
dom.staci0o.ARKI	stacidomo		uv_S	Bahnhof	
dom.staci0o.ARKI	stacidomo		akkor_en	Bahnhof	
dom.urbo0o	urbodomo		NULL	Rathaus	
dom.urbo0o.ARKI	urbodomo		NULL	Rathaus	
dom.vic0o	vicdomo		NULL	Reihenhaus	
dom.vic0o.ARKI	vicdomo		NULL	Reihenhaus	
domagx.0a	domaĝa		NULL	bedauerlich	
domagx.0a	domaĝa		NULL	schade	
domagx.0e	domaĝe		NULL	bedauerlich	
domagx.0e	domaĝe		NULL	schade	
domagx.0i	domaĝi		NULL	NULL	NULL
domagx.0i.avari	domaĝi	1	NULL	NULL	NULL
domagx.0i.damagxi	domaĝi	3	NULL	NULL	NULL
domagx.0i.kompati	domaĝi	2	NULL	NULL	NULL
domagx.0o	domaĝo		NULL	Schaden	
domajn.0o	domajno		NULL	Domäne	
domajn.0o.KOMP	domajno	3	NULL	Domain	
domajn.0o.KOMP	domajno	3	NULL	Domäne	
domajn.0o.MAT	domajno	2	NULL	Domäne	
domajn.0o.NEO	domajno	1	NULL	Domäne	
domen.0o	domeno		NULL	Domino	
domen.0o.SPO	domeno	2	NULL	Domino	
domen.0o.SPO	domeno	2	NULL	Dominospiel	
domen.0o.SPO	domeno	2	NULL	Domino	
domen.0o.TEKS	domeno	1	NULL	Domino	
domen.0o.TEKS	domeno	1	NULL	Maskenmantel	
domen.0o.TEKS	domeno	1	NULL	Maskenkostüm	
domen.0o.TEKS	domeno	1	NULL	Domino	
domici.0o	domicilo		NULL	Wohnsitz	
domici.0o	domicilo		NULL	Domizil	
domin.0i	domini		NULL	beherrschen	
domin.0i	domini		NULL	vorherrschen	
domin.0i	domini		NULL	dominieren	
domin.0i.KOMUNE	domini		NULL	beherrschen	
domin.0i.KOMUNE	domini		NULL	vorherrschen	
domin.0i.KOMUNE	domini		NULL	dominieren	
domin.0o	domino		NULL	Vorherrschaft	
domin.0o.KOMUNE	domino		NULL	Vorherrschaft	
domini.0o	dominio		NULL	Dominion	
domini.0o	dominiono		NULL	Dominion	
domini.0o.POL	dominio		NULL	Dominion	
domini.0o.POL	dominiono		NULL	Dominion	
dominik.0ano	dominikano		NULL	Dominikaner	
dominik.0ano.KAT	dominikano		NULL	Dominikaner	
dominik.0o	Dominiko		NULL	Dominik	
dominik.0o	Dominiko		NULL	Dominic	
dominik.0o.NOM	Dominiko		NULL	Dominik	
dominik.0o.NOM	Dominiko		NULL	Dominic	
dominik1.0o	Dominiko		NULL	Dominica	
dominik1.0o.GEOG	Dominiko	1	NULL	Dominica	
dominik1.0o.insulo	Dominiko	2	NULL	Dominica	
dominik2.0o	Dominika Respubliko		NULL	Dominikanische Republik	
dominik2.0o.sxtato	Dominika Respubliko		NULL	Dominikanische Republik	
don.0ajxo	donaĵo		NULL	Gabe	
don.0ema	donema		NULL	freigiebig	
don.0ema	donema		NULL	generös	
don.0i	doni		ekz_7	geben	
don.0i.disponigi	doni	1	ekz_7	geben	
don.0i.estigi	doni	4	ekz_7	geben	
don.0i.prezenti	doni	2	ekz_7	geben	
don.0i.sciigi	doni	3	ekz_7	geben	
don.0itajxo	donitaĵo		NULL	NULL	NULL
don.0itajxo.SCI	donitaĵo	1	NULL	Angabe	
don.0itajxo.SCI	donitaĵo	1	NULL	Detail	
don.0itajxo.SCI	donitaĵo	1	NULL	Datum	Datum (Information)
don.0itajxo.aksiomo	donitaĵo	2	NULL	Annahme	
don.0itajxo.aksiomo	donitaĵo	2	NULL	Voraussetzung	
don.al0i	aldoni		uv_D	hinzufügen	
don.al0i	aldoni		uv_D	ergänzen	
don.al0i.krome	aldoni		uv_D	hinzufügen	
don.al0i.krome	aldoni		uv_D	ergänzen	
don.al0ita	aldonita		NULL	NULL	NULL
don.al0ita.krome	aldonita	1	NULL	hinzugefügt	
don.al0ita.krome	aldonita	1	NULL	zusätzlich	
don.al0ita.krome	aldonita	1	NULL	ergänzt	
don.al0ita.sin0a	aldonita	2	NULL	hingewandt	
don.al0ita.sin0a	aldonita	2	NULL	zugewandt	
don.al0ita.sin0a	aldonita	2	NULL	hingegeben	
don.al0iteco	aldoniteco		NULL	NULL	NULL
don.al0o	aldono		NULL	Zugabe	
don.al0o	aldono		NULL	Ergänzung	
don.al0o.ago	aldono	1	NULL	Zugabe	
don.al0o.ago	aldono	1	NULL	Ergänzung	
don.al0o.ajxo	aldono	2	NULL	Zusatz	
don.al0o.ajxo	aldono	2	NULL	Zugabe	
don.al0o.ajxo	aldono	2	NULL	Ergänzung	
don.dis0i	disdoni		NULL	verteilen	
don.dis0i.KOMUNE	disdoni		NULL	verteilen	
don.el0anto	eldonanto		NULL	Herausgeber	
don.el0anto	eldonanto		NULL	Verleger	
don.el0ejo	eldonejo		NULL	Verlag	
don.el0i	eldoni		NULL	herausgeben	
don.el0i.KOMUNE	eldoni	1	NULL	hergeben	
don.el0i.KOMUNE	eldoni	1	NULL	ausliefern	
don.el0i.KOMUNE	eldoni	1	NULL	herausgeben	
don.el0i.TIP	eldoni	2	NULL	herausgeben	
don.el0isto	eldonisto		NULL	Herausgeber	
don.el0isto	eldonisto		NULL	Verleger	
don.el0isto.TIP	eldonisto		NULL	Herausgeber	
don.el0isto.TIP	eldonisto		NULL	Verleger	
don.el0o	eldono		NULL	NULL	NULL
don.el0o.TIP	eldono	2	NULL	Ausgabe	
don.el0o.TIP	eldono	2	NULL	Auflage	Auflage (Ausgabe)
don.el0o.ago	eldono	1	NULL	Herausgabe	
don.for0i	fordoni		NULL	weggeben	
don.for0i	fordoni		NULL	abgeben	
don.for0i.KOMUNE	fordoni		NULL	weggeben	
don.for0i.KOMUNE	fordoni		NULL	abgeben	
don.for0igxi	fordoniĝi		NULL	NULL	NULL
don.for0igxi	sin fordoni		NULL	NULL	NULL
don.for0igxi.FIG	fordoniĝi		NULL	NULL	NULL
don.for0igxi.FIG	sin fordoni		NULL	NULL	NULL
don.kritika_el0o	kritika eldono		NULL	NULL	NULL
don.kritika_el0o.TIP	kritika eldono		NULL	NULL	NULL
don.lu0i	ludoni		NULL	verleihen	
don.lu0i	ludoni		NULL	verpachten	
don.lu0i	ludoni		NULL	vermieten	
don.ofer0i	oferdoni		NULL	anbieten	
don.ofer0o	oferdono		NULL	Opfergabe	
don.re0i	redoni		NULL	wiedergeben	
don.re0i.kopii	redoni	4	NULL	wiedergeben	
don.re0i.rekompenci	redoni	2	NULL	wiedergeben	
don.re0i.restarigi	redoni	3	NULL	wiedergeben	
don.re0i.returne	redoni	1	NULL	zurückgeben	
don.re0i.returne	redoni	1	NULL	wiedergeben	
don.sin0a	sindona		NULL	hingebungsvoll	
don.sin0a	sindonema		NULL	hingebungsvoll	
don.sin0a	sindona		NULL	selbstlos	
don.sin0a	sindonema		NULL	selbstlos	
don.sin0o	sindono		NULL	Hingabe	
don.sin0o	sindoneco		NULL	Hingabe	
don.sin0o	sindonemo		NULL	Hingabe	
don.sin0o.KOMUNE	sindono		NULL	Hingabe	
don.sin0o.KOMUNE	sindoneco		NULL	Hingabe	
don.sin0o.KOMUNE	sindonemo		NULL	Hingabe	
don.trans0i	transdoni		NULL	übergeben	
don.trans0i.reprodukti	transdoni	3	NULL	wiedergeben	
don.trans0i.reprodukti	transdoni	3	NULL	übergeben	
don.trans0i.sub_potenco	transdoni	2	NULL	übergeben	
don1.0o	Dono		NULL	NULL	NULL
don1.0o.rivero	Dono		NULL	Don	
donac.0e	donace		NULL	geschenkt	
donac.0e	donace		NULL	Geschenk	als Geschenk
donac.0ema	donacema		NULL	generös	
donac.0ema	donacema		NULL	freigiebig	
donac.0i	donaci		ekz_15	schenken	
donac.0o	donaco		NULL	Geschenk	
donac.0o	donaco		NULL	Gabe	
donac.mon0o	mondonaco		NULL	Spende	
donac.mon0o	mondonaco		NULL	Geldzuwendung	
donald.0o	Donaldo		NULL	Donald	
donald.0o.NOM	Donaldo		NULL	Donald	
doneck.0o	Donecko		NULL	NULL	NULL
doneck.0o.urbo	Donecko		NULL	Donezk	
dong.0o	dongo		NULL	Dong	
dong.0o	dongo		NULL	Đồng	
dong.0o.EKON	dongo		NULL	Dong	
dong.0o.EKON	dongo		NULL	Đồng	
donguan.0o	Donguano		NULL	NULL	NULL
donjxu.0ismo	donĵuanismo		NULL	NULL	NULL
donjxu.0o	donĵuano		NULL	Don Juan	
donjxu.0o	donĵuano		NULL	Frauenverführer	
donjxu.0o.BELE	donĵuano		NULL	Don Juan	
donjxu.0o.BELE	donĵuano		NULL	Frauenverführer	
donkih.0ismo	donkiĥotismo		NULL	Donquichotterie	
donkih.0o	donkiĥoto		NULL	Don Quichotte	
donkih.0o	donkiĥoto		NULL	Don Quijotte	
donkih.0o.BELE	donkiĥoto		NULL	Don Quichotte	
donkih.0o.BELE	donkiĥoto		NULL	Don Quijotte	
dopamin.0o	dopamino		NULL	NULL	NULL
dopamin.0o.FIZL	dopamino		NULL	NULL	NULL
dopler.0a_efiko	Doplera efiko		NULL	Dopplereffekt	
dopler.0a_efiko.FIZ	Doplera efiko		NULL	Dopplereffekt	
dopler.0o	Doplero		NULL	Doppler	Christian Doppler
dori.0a	doria		NULL	NULL	NULL
dori.0a	dorika		NULL	NULL	NULL
dori.0a.HIS	doria		NULL	dorisch	
dori.0a.HIS	dorika		NULL	dorisch	
dori.0a_ordo	dorika ordo		NULL	dorische Ordnung	
dori.0a_ordo.ARKI	dorika ordo		NULL	dorische Ordnung	
dorlot.0a	dorlota		NULL	verwöhnend	
dorlot.0i	dorloti		NULL	hätscheln	
dorlot.0i.FIG	dorloti	2	NULL	nähren	
dorlot.0i.FIG	dorloti	2	NULL	hätscheln	
dorlot.0i.iun	dorloti	1	NULL	verwöhnen	
dorlot.0i.iun	dorloti	1	NULL	hätscheln	
dorlot.0igxi	dorlotiĝi		NULL	verwöhnt	verwöhnt werden
dorlot.0igxi.KOMUNE	dorlotiĝi		NULL	verwöhnt	verwöhnt werden
dorlot.0o	dorloto		NULL	Verwöhnung	
dorlot.0o.KOMUNE	dorloto		NULL	Verwöhnung	
dorlot.el0i	eldorloti		NULL	verziehen	verziehen (verwöhnen)
dorlot.el0i	trodorloti		NULL	verziehen	verziehen (verwöhnen)
dorm.0egi	dormegi		NULL	schlafen	fest schlafen
dorm.0egi	dormegi		NULL	Schlaf	im tiefen Schlaf liegen
dorm.0egi.KOMUNE	dormegi		NULL	schlafen	fest schlafen
dorm.0egi.KOMUNE	dormegi		NULL	Schlaf	im tiefen Schlaf liegen
dorm.0ema	dormema		NULL	NULL	NULL
dorm.0ema.esprima	dormema	2	NULL	verschlafen	
dorm.0eti	dormeti		NULL	NULL	NULL
dorm.0eti.KOMP	dormeti	2	NULL	NULL	NULL
dorm.0igi	dormigi		NULL	einlullen	
dorm.0igi.FIG	dormigi	2	NULL	einschläfern	
dorm.0igi.FIG	dormigi	2	NULL	einlullen	
dorm.0igi.ripozigi	dormigi	1	NULL	Schlaf	in Schlaf versetzen
dorm.0igi.ripozigi	dormigi	1	NULL	einlullen	
dorm.0igilo	dormigilo		NULL	Schlafmittel	
dorm.0igilo	dormigilo		NULL	Einschlafhilfe	
dorm.0igilo.MED	dormigilo		NULL	Schlafmittel	
dorm.0igilo.MED	dormigilo		NULL	Einschlafhilfe	
dorm.0ilo	dormilo		NULL	Schlafgerät	
dorm.0ilo	dormilo		NULL	Schlafhilfe	
dorm.0o	dormo		NULL	Schlaf	
dorm.0o	dormo		NULL	Ruhe	
dorm.0o.FIG	dormo	2	NULL	Schlaf	
dorm.0o.FIG	dormo	2	NULL	Ruhe	
dorm.0o.ripozo	dormo	1	NULL	Schlaf	
dorm.0o.ripozo	dormo	1	NULL	Ruhe	
dorm.0omalsano	dormomalsano		NULL	Schlafkrankheit	
dorm.0omalsano.MED	dormomalsano		NULL	Schlafkrankheit	
dorm.0oregximo	dormoreĝimo		NULL	Schlafmodus	Schlafmodus (Comp.)
dorm.0oregximo.KOMP	dormoreĝimo		NULL	Schlafmodus	Schlafmodus (Comp.)
dorm.disko0o	diskodormo		NULL	Ruhezustand	Ruhezustand (Comp.)
dorm.disko0o.KOMP	diskodormo		NULL	Ruhezustand	Ruhezustand (Comp.)
dorm.duon0i	duondormi		NULL	dösen	
dorm.duon0i	duondormi		NULL	Halbschlaf	im Halbschlaf liegen
dorm.duon0i.KOMUNE	duondormi		NULL	dösen	
dorm.duon0i.KOMUNE	duondormi		NULL	Halbschlaf	im Halbschlaf liegen
dorm.duon0o	duondormo		NULL	Halbschlaf	
dorm.duon0o.KOMUNE	duondormo		NULL	Halbschlaf	
dorm.el0igxi	eldormiĝi		NULL	wach	wach werden
dorm.el0igxi	eldormiĝi		NULL	aufwachen	
dorm.el0igxi.KOMUNE	eldormiĝi		NULL	wach	wach werden
dorm.el0igxi.KOMUNE	eldormiĝi		NULL	aufwachen	
dorm.en0igi	endormigi		NULL	Einschlafen	zum Einschlafen bringen
dorm.en0igi.KOMUNE	endormigi		NULL	Einschlafen	zum Einschlafen bringen
dorm.en0igxi	endormiĝi		NULL	einschlafen	
dorm.en0igxi.FIG	endormiĝi	2	NULL	einschlafen	
dorm.en0igxi.propre	endormiĝi	1	NULL	einschlafen	
dorm.en0igxo	endormiĝo		NULL	Einschlafen	
dorm.en0igxo.KOMUNE	endormiĝo	1	NULL	Einschlafen	
dorm.en0igxo.KRI	endormiĝo	2	NULL	Einschlafen	
dorm.for0i	fordormi		NULL	verschlafen	
dorm.for0i.KOMUNE	fordormi		NULL	verschlafen	
dorm.mal0a	maldorma		NULL	wach	
dorm.mal0i	maldormi		NULL	wachen	
dorm.mal0i	maldormi		NULL	wach	wach sein
dorm.mal0i.KOMUNE	maldormi	1	NULL	wachen	
dorm.mal0i.KOMUNE	maldormi	1	NULL	wach	wach sein
dorm.mal0i.atenti	maldormi	2	NULL	wachen	
dorm.mal0i.atenti	maldormi	2	NULL	wach	wach sein
dorm.mal0o	maldormo		NULL	Wachen	
dorm.sat0i	satdormi		NULL	ausschlafen	
dorm.sat0i.KOMUNE	satdormi		NULL	ausschlafen	
dorm.tra0i	tradormi		NULL	durchschlafen	
dorm.tra0i	tradormi		NULL	verschlafen	
dorm.tra0i.KOMUNE	tradormi		NULL	durchschlafen	
dorm.tra0i.KOMUNE	tradormi		NULL	verschlafen	
dorm.vintro0o	vintrodormo		NULL	Winterschlaf	
dorm.vintro0o.ZOO	vintrodormo		NULL	Winterschlaf	
dorn.0a	dorna		NULL	dornig	
dorn.0ejo	dornejo		NULL	Dornengestrüpp	
dorn.0o	dorno		NULL	Dorn	
dorn.0o	dorno		NULL	Stachel	
dorn.0o.FIG	dorno	4	NULL	Dorn	
dorn.0o.FIG	dorno	4	NULL	Stachel	
dorn.0o.natura	dorno	1	NULL	Dorn	
dorn.0o.natura	dorno	1	NULL	Stachel	
dorn.0o.objekto	dorno	3	NULL	Dorn	
dorn.0o.objekto	dorno	3	NULL	Stachel	
dorn.0o.plantoj	dorno	2	NULL	Dornengestrüpp	
dorn.0o.plantoj	dorno	2	NULL	Dorn	
dorn.0o.plantoj	dorno	2	NULL	Stachel	
dorote.0o	Doroteo		NULL	NULL	NULL
dorote.0o.nomo	Doroteo		NULL	Dorothea	
dorote.0o.nomo	Doroteo		NULL	Dorotheos	
dors.0al0e	dorsaldorse		NULL	NULL	NULL
dors.0al0e.KOMUNE	dorsaldorse		NULL	NULL	NULL
dors.0e_al	dorse al		NULL	NULL	NULL
dors.0e_de	dorse de		NULL	NULL	NULL
dors.0e_de.KOMUNE	dorse de		NULL	NULL	NULL
dors.0en	dorsen		NULL	rückwärts	
dors.0en	dorsdirekte		NULL	rückwärts	
dors.0en	dorsen		NULL	nach hinten	
dors.0en	dorsdirekte		NULL	nach hinten	
dors.0en	dorsen		NULL	rücklings	
dors.0en	dorsdirekte		NULL	rücklings	
dors.0en.KOMUNE	dorsen		NULL	rückwärts	
dors.0en.KOMUNE	dorsdirekte		NULL	rückwärts	
dors.0en.KOMUNE	dorsen		NULL	nach hinten	
dors.0en.KOMUNE	dorsdirekte		NULL	nach hinten	
dors.0en.KOMUNE	dorsen		NULL	rücklings	
dors.0en.KOMUNE	dorsdirekte		NULL	rücklings	
dors.0o	dorso		NULL	Rücken	
dors.0o.ANA	dorso	1	NULL	Rücken	
dors.0o.ZOO	dorso	2	NULL	Rücken	
dors.0o.kurba	dorso	4	NULL	Rücken	
dors.0o.malantauxa	dorso	3	NULL	Rücken	
dosier.0o	dosiero		NULL	NULL	NULL
dosier.0o.JUR	dosiero	2	NULL	Strafregister	
dosier.0o.JUR	dosiero	2	NULL	Akten	
dosier.0o.KOMP	dosiero	3	NULL	Datei	
dosier.0o.POL	dosiero	1	NULL	Aktenbündel	
dosier.0o.POL	dosiero	1	NULL	Aktensammlung	
dosier.0o.POL	dosiero	1	NULL	Akten	
dosier.0o.POL	dosiero	1	NULL	Dossier	
dosier.0o.POL	dosiero	1	NULL	gesammelte schriftliche Unterlagen	
dosier.0sistemo	dosiersistemo		NULL	NULL	NULL
dosier.0sistemo.KOMP	dosiersistemo		NULL	Dateisystem	
dosier.en0igi	endosierigi		NULL	ablegen	in einer Akte ablegen
dosier.en0igi	endosierigi		NULL	aktenkundig	aktenkundig machen
dosier.en0igi	endosierigi		NULL	vermerken	in einer Akte vermerken
dosier.en0igi.POL	endosierigi		NULL	ablegen	in einer Akte ablegen
dosier.en0igi.POL	endosierigi		NULL	aktenkundig	aktenkundig machen
dosier.en0igi.POL	endosierigi		NULL	vermerken	in einer Akte vermerken
dosier.sub0ujo	subdosierujo		NULL	NULL	NULL
dosier.sub0ujo.KOMP	subdosierujo		NULL	Unterverzeichnis	
dosier.sub0ujo.KOMP	subdosierujo		NULL	Unterordner	
dosier.uj0o	dosierujo		NULL	NULL	NULL
dosier.uj0o.KOMP	dosierujo	2	NULL	Verzeichnis	Verzeichnis (Computer)
dosier.uj0o.KOMP	dosierujo	2	NULL	Ordner	
dosier.uj0o.fizika	dosierujo	1	NULL	ordner	Aktenordner
dot.0i	doti		NULL	NULL	NULL
dot.0i.FIG	doti	2	NULL	ausstatten	
dot.0i.FIG	doti	2	NULL	versehen	
dot.0i.doni	doti	1	NULL	mitgeben	als Mitgift mitgeben
dot.0i.doni	doti	1	NULL	dotieren	
dot.0i.doni	doti	1	NULL	beschenken	
dot.0o	doto		uv_D	Mitgift	
dot.0o	doto		ekz_23	Mitgift	
dot.0o	doto		uv_D	Aussteuer	
dot.0o	doto		ekz_23	Aussteuer	
dover.0o	Dovero		NULL	NULL	NULL
dover.0o	Dovro		NULL	NULL	NULL
dover.0o.brita	Dovero		NULL	Dover	
dover.0o.brita	Dovro		NULL	Dover	
dovr.0o	Dovro		NULL	NULL	NULL
dovr.0o.norvega	Dovro		NULL	Dovrefjell	
doz.0i	dozi		NULL	dosieren	
doz.0i.MED	dozi		NULL	dosieren	
doz.0o	dozo		NULL	Dosis	
doz.0o.FIG	dozo	2	NULL	Dosis	
doz.0o.MED	dozo	1	NULL	Dosis	
